,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
30, J0032-2237 ,8.180041222,-22.624251815999997,  2MASSI J0032431-223727 ,2003A&A...403..929K,2348571890789987456,0.24,       ...,                ...,       L1 ,2003A&A...403..929K,    M9.5: ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.388,0.049,14.512,0.047,13.962,0.051,13.694,0.026000000000000002,13.440999999999999,0.032,12.71,0.541,22.711,-99999.0,21.689,0.13699999999999998,19.669,0.009000000000000001,18.197,0.002,17.194000000000003,0.01,20.13,0.006999999999999999,167.2,1.1,20.835,0.318,64.1,18.8,18.465999999999998,0.02,329.8,6.2,20.0,22.56,1.19,98.18,2.0,-12.52,1.25
33, J0035+0615 ,8.960442107999999,6.2657816770000005,ULAS J003550.62+061558.6 ,2016A&A...589A..49S,2555495890328622080,0.24,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,13.78,0.026000000000000002,13.514000000000001,0.036000000000000004,11.579,-99999.0,-99999.0,-99999.0,21.7,0.043,19.542,0.018000000000000002,18.07,0.006,17.112000000000002,0.013000000000000001,20.005,0.004,187.6,0.7,21.208000000000002,0.159,45.4,6.6,18.333,0.023,372.8,7.9,19.954,21.5,0.87,-337.78,2.21,-319.55,0.89
34, J0036+1821 ,9.0712227,18.3533929,  2MASSW J0036159+182110 ,2000AJ....119..369R,2794735086363871360,0.26,       ...,                ...,     L3.5 ,2000AJ....120..447K,       L4 ,2004AJ....127.3553K,      ... ,               ... ,114.2,0.8,2002AJ....124.1170D,12.466,0.027000000000000003,11.588,0.03,11.058,0.021,10.536,0.024,10.245,0.019,9.851,0.054000000000000006,-99999.0,-99999.0,19.526,0.02,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.519000000000002,0.002,1853.1,2.9,21.099,0.127,50.2,5.9,15.869000000000002,0.013000000000000001,3607.3,42.8,17.727,114.42,0.21,901.56,0.36,124.02,0.21
36, J0038+1343 ,9.683514257,13.727403857999999,  2MASS 00384398+1343395 ,2002AJ....123.3409H,2779363119238642560,0.02,       ...,                ...,       L1 ,2002AJ....123.3409H,     L0.5 ,2014ApJ...794..143B,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.908,0.069,15.203,0.073,14.758,0.102,14.425999999999998,0.03,14.245,0.045,12.055,-99999.0,21.767,-99999.0,20.0,-99999.0,20.303,0.024,18.814,0.013000000000000001,17.802,0.017,20.783,0.01,91.6,0.8,20.889,0.278,60.9,15.6,19.154,0.081,175.0,13.0,20.416,12.25,1.23,41.02,2.53,-46.36,1.56
37, J0041+1341 ,10.476414058,13.692472405,  2MASS 00415453+1341351 ,2002AJ....123.3409H,2776324485710775296,0.15,       ...,                ...,       L0 ,2002AJ....123.3409H,     L0.5 ,2014ApJ...794..143B,     L0.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.454,0.034,13.673,0.037000000000000005,13.235999999999999,0.025,12.878,0.024,12.591,0.026000000000000002,12.270999999999999,-99999.0,-99999.0,-99999.0,21.101999999999997,0.07200000000000001,18.742,0.009000000000000001,17.226,0.003,16.262999999999998,0.009000000000000001,19.169,0.003,405.2,1.3,21.415,0.21,37.5,7.3,17.545,0.016,770.5,11.4,19.29,32.99,0.49,-196.02,0.88,-168.99,0.37
39, J0043+2221 ,10.859675995999998,22.356134941999997,WISEA J004326.26+222124.0,2014ApJ...783..122K,2802623115925093760,0.22,       ...,                ...,      ... ,               ... ,    L1 sd ,2014ApJ...783..122K,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.870999999999999,0.038,14.225999999999999,0.039,13.931,0.063,13.687999999999999,0.025,13.373,0.031,12.213,-99999.0,-99999.0,-99999.0,21.394000000000002,0.038,18.527,0.006,17.116,0.004,16.396,0.006,19.112000000000002,0.003,427.3,1.2,21.293000000000003,0.191,42.0,7.4,17.512999999999998,0.013000000000000001,793.8,9.6,19.695999999999998,14.74,0.36,172.12,0.72,-405.53,0.42
41, J0046+0251 ,11.565029419000002,2.8663726689999995,ULAS J004615.56+025159.6 ,2016A&A...589A..49S,2550766886522609920,0.07,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,14.401,0.033,13.705,0.036000000000000004,13.286,0.035,12.997,0.026000000000000002,12.686,0.027999999999999997,11.769,0.429,21.99,0.177,21.301,0.040999999999999995,18.657,0.015,17.184,0.009000000000000001,16.244,0.003,19.125999999999998,0.003,421.6,1.1,21.384,0.22899999999999998,38.6,8.2,17.479,0.009000000000000001,818.4,6.5,19.207,25.27,0.49,95.09,1.07,-116.94,0.54
42, J0046+1608 ,11.700211306,16.135396153,ULAS J004648.07+160807.9 ,2016A&A...589A..49S,2781432571920655872,0.08,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.679,0.073,14.922,0.079,14.505,0.09300000000000001,14.157,0.027000000000000003,13.892999999999999,0.040999999999999995,11.963,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.844,0.013999999999999999,18.425,0.012,17.472,0.032,20.394000000000002,0.008,131.2,0.9,21.48,0.247,35.3,8.0,18.753,0.040999999999999995,253.2,9.5,20.348,15.16,1.17,-55.46,1.77,-69.37,1.14
44, J0048+0123 ,12.18733683,1.389529557,ULAS J004844.95+012322.8 ,2016A&A...589A..49S,2549246124503034112,0.22,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L1 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.289000000000001,0.047,14.440999999999999,0.06,14.025,0.053,13.602,0.026000000000000002,13.273,0.034,11.442,0.313,21.649,-99999.0,21.87,0.013000000000000001,19.608,0.013999999999999999,18.146,0.01,17.205,0.01,20.119,0.006,168.9,0.9,21.559,0.214,32.9,6.5,18.391,0.022000000000000002,353.5,7.3,19.962,14.58,1.0,-18.05,1.93,-76.69,1.17
48, J0054-0031 ,13.528247015,-0.51796996,SDSSp J005406.55-003101.8,2002AJ....123..458S,2536044636280401024,0.33,       ...,                ...,       L1 ,2002AJ....123.3409H,       L2 ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.731,0.053,14.890999999999998,0.053,14.38,0.07400000000000001,13.997,0.027999999999999997,13.757,0.045,-99999.0,-99999.0,-99999.0,-99999.0,22.239,0.17600000000000002,20.074,0.038,18.678,0.006,17.658,0.012,20.596999999999998,0.006,108.8,0.6,21.823,0.159,25.8,3.8,18.976,0.03,206.2,5.7,20.745,19.26,1.22,193.05,2.44,-161.79,1.46
49, J0057-0846 ,14.27302483,-8.773427247,  2MASS 00570555-0846241 ,2008AJ....135..785W,2474280047331246464,0.0,       ...,                ...,       L0 ,2008AJ....135..785W,     M9.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.698,0.057999999999999996,14.917,0.066,14.356,0.081,14.091,0.028999999999999998,13.8,0.038,12.130999999999998,-99999.0,22.502,0.66,21.875,0.001,19.869,0.01,18.43,0.006,17.5,0.018000000000000002,20.513,0.006999999999999999,117.5,0.8,20.645,0.22399999999999998,76.3,15.7,18.715999999999998,0.033,262.0,8.0,20.163,12.8,1.61,-23.26,3.43,-1.86,2.1
51, J0101+1528 ,15.471426524000002,15.472239024,ULAS J010153.12+152819.8 ,2016A&A...589A..49S,2777586789484377984,0.02,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.485,0.052000000000000005,14.702,0.062,14.208,0.057999999999999996,13.78,0.025,13.512,0.032,12.731,0.53,22.017,-99999.0,22.038,0.006999999999999999,19.602999999999998,0.009000000000000001,18.109,0.018000000000000002,17.17,0.022000000000000002,20.096,0.01,172.6,1.6,21.131999999999998,0.275,48.7,12.4,18.421,0.031,343.8,9.9,20.061,14.18,1.63,23.89,2.5,36.96,1.46
53, J0106+0557 ,16.648101298,5.959277072000001,ULAS J010635.57+055734.0 ,2016A&A...589A..49S,2576389458819793920,0.1,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.882,0.076,15.251,0.085,14.552,0.08900000000000001,14.299000000000001,0.028999999999999998,14.154000000000002,0.048,11.909,-99999.0,22.447,-99999.0,21.545,0.184,19.94,0.013999999999999999,18.557000000000002,0.009000000000000001,17.67,0.015,20.549,0.01,113.7,1.1,21.035,0.259,53.3,12.7,18.767,0.049,250.0,11.2,20.382,11.56,0.91,-54.83,1.7,-74.47,1.33
54, J0109+0625 ,17.281843611,6.433307826,ULAS J010907.51+062559.0 ,2016A&A...589A..49S,2576519892681546240,0.2,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,14.606,0.038,13.784,0.04,13.350999999999999,0.049,12.793,0.024,12.48,0.025,10.527000000000001,0.095,-99999.0,-99999.0,-99999.0,-99999.0,18.857,0.01,17.441,0.006,16.523,0.013999999999999999,19.365,0.005,338.4,1.7,20.73,0.152,70.6,9.9,17.623,0.019,717.3,12.3,19.371,31.27,0.6,303.18,1.32,131.01,0.57
56, J0116-1654 ,19.163631850999998,-16.905598064,WISEAJ011639.05-165420.5 ,2016ApJ...817..112S,2358397882610264960,0.27,       ...,                ...,     sdL0 ,2017MNRAS.464.3040Z,   sdM8.5 ,2016ApJ...817..112S,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.76,0.12,-99999.0,-99999.0,-99999.0,-99999.0,14.415,0.03,13.989,0.044000000000000004,11.859000000000002,0.299,-99999.0,-99999.0,-99999.0,-99999.0,19.577,0.021,18.09,0.006999999999999999,17.333,0.024,20.099,0.005,172.2,0.8,21.051,0.136,52.5,6.6,18.451,0.022000000000000002,334.4,6.7,20.067999999999998,16.45,0.68,602.21,1.34,67.57,1.16
57, J0116-6455 ,19.218385742,-64.933271551,   DENIS J0116529-645557 ,2010A&A...517A..53M,4705936189520133760,0.14,       ...,                ...,       L1 ,2010A&A...517A..53M,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.447000000000001,0.038,13.665999999999999,0.027999999999999997,13.2,0.038,12.864,0.024,12.578,0.023,11.945,0.20800000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.302,0.005,358.5,1.8,21.188000000000002,0.217,46.3,9.3,17.607,0.012,728.0,8.2,19.397000000000002,27.03,0.44,-177.39,0.84,-179.08,0.64
59, J0122+0331 ,20.570914098,3.522549077,               HIP 6407Ba,2014ApJ...792..119D,2562743355583039616,0.06,      VB; ,2014ApJ...792..119D,      ... ,               ... ,       L1 ,2014ApJ...792..119D,      L1: ,2016A&A...589A..49S,17.489,0.97,2007A&A...474..653V,15.470999999999998,0.046,14.651,0.061,14.402000000000001,0.08,13.87,0.025,13.583,0.033,12.644,-99999.0,-99999.0,-99999.0,21.934,0.008,19.819000000000003,0.015,18.338,0.026000000000000002,17.332,0.01,20.38,0.013000000000000001,132.9,1.6,22.212,0.516,18.0,8.6,18.639,0.03,281.2,7.9,20.317999999999998,21.33,1.29,42.39,2.62,-150.16,2.22
61, J0125-3435 ,21.404753028,-34.584561956,  2MASSI J0125369-343505 ,2003A&A...403..929K,5013609062282550528,0.06,       ...,                ...,       L2 ,2003A&A...403..929K,       L1 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.522,0.055,14.474,0.051,13.898,0.054000000000000006,13.467,0.024,13.147,0.028999999999999998,12.020999999999999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.963,0.015,-99999.0,-99999.0,-99999.0,-99999.0,20.487,0.008,120.4,0.9,21.414,0.247,37.6,8.6,18.827,0.017,236.6,3.7,20.147000000000002,24.72,0.99,180.29,1.28,31.88,1.03
63, J0130-1047 ,22.552948303,-10.79277596,WISEAJ013012.66-104732.4 ,2016ApJ...817..112S,2458637093539154688,0.14,       ...,                ...,     sdL0 ,2017MNRAS.464.3040Z,   sdM8.5 ,2016ApJ...817..112S,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.58,0.12,-99999.0,-99999.0,-99999.0,-99999.0,14.421,0.028999999999999998,14.002,0.042,12.124,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.612000000000002,0.008,18.090999999999998,0.008,17.258,0.011000000000000001,20.092,0.008,173.2,1.3,21.023000000000003,0.22699999999999998,53.9,11.3,18.453,0.042,333.8,13.0,20.078,15.63,0.97,130.07,1.86,-330.03,0.77
66, J0133-6314 ,23.386051772,-63.245229638000005,        SSSPM J0134-6315 ,2005A&A...440.1061L,4712132354155559040,0.05,       ...,                ...,      ... ,               ... ,       L0 ,2005A&A...440.1061L,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.513,0.039,14.017999999999999,0.052000000000000005,13.704,0.037000000000000005,13.503,0.024,13.274000000000001,0.027000000000000003,12.55,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.206,0.002,984.0,1.8,20.288,0.13,106.1,12.7,16.748,0.006999999999999999,1605.8,10.8,19.652,13.89,0.17,77.47,0.42,-79.43,0.24
67, J0135+1205 ,23.899244195,12.087513700999999,  2MASSW J0135358+120522 ,2000AJ....120..447K,2586051833860608128,0.29,       ...,                ...,     L1.5 ,2000AJ....120..447K,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.412,0.032,13.527000000000001,0.032,12.918,0.028999999999999998,12.505999999999998,0.023,12.264000000000001,0.024,11.872,0.237,-99999.0,-99999.0,-99999.0,-99999.0,18.795,0.006999999999999999,-99999.0,-99999.0,-99999.0,-99999.0,19.278,0.005,366.6,1.8,21.031999999999996,0.314,53.4,15.4,17.637999999999998,0.017,707.3,10.8,19.134,39.46,0.44,-42.51,0.79,-442.75,0.65
68, J0136+0933 ,24.241075406999997,9.563072683,SIMP J013656.57+093347.3 ,2006ApJ...651L..57A,2572901021957789568,0.6,       ...,                ...,      ... ,               ... ,     T2.5 ,2006ApJ...651L..57A,   T2.5p: ,2016A&A...589A..49S,162.88,0.98,2016AJ....152...24W,13.455,0.03,12.770999999999999,0.032,12.562000000000001,0.024,11.940999999999999,0.023,10.964,0.021,9.738,0.048,-99999.0,-99999.0,-99999.0,-99999.0,20.912,0.053,17.315,0.009000000000000001,15.774000000000001,0.008,19.458,0.006999999999999999,310.5,2.0,21.381999999999998,0.157,38.7,5.6,17.489,0.033,811.3,24.7,19.998,163.68,0.72,1238.98,1.19,-17.35,0.84
69, J0140+1413 ,25.19720338,14.221997234000002,ULAS J014047.31+141319.0 ,2016A&A...589A..49S,2587867569940150272,0.27,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.847999999999999,0.07400000000000001,15.059000000000001,0.09300000000000001,14.485999999999999,0.078,14.089,0.027999999999999997,13.824000000000002,0.038,12.635,-99999.0,22.829,-99999.0,20.686999999999998,-99999.0,20.011,0.026000000000000002,18.505,0.015,17.543,0.012,20.662,0.018000000000000002,102.4,1.7,20.67,0.619,74.6,42.5,18.794,0.036000000000000004,243.9,8.0,20.351,11.9,1.74,28.3,3.51,33.91,2.37
74, J0147+3453 ,26.889551326,34.88615327,  2MASSW J0147334+345311 ,1999ApJ...519..802K,318121222523445376,0.12,       ...,                ...,     L0.5 ,1999ApJ...519..802K,       L1 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.946,0.039,14.162,0.040999999999999995,13.574000000000002,0.038,13.184000000000001,0.023,12.919,0.026000000000000002,12.163,0.281,-99999.0,-99999.0,21.668000000000003,0.06,19.414,0.013000000000000001,17.930999999999997,0.008,16.945,0.009000000000000001,19.884,0.006999999999999999,209.7,1.3,21.305999999999997,0.326,41.5,12.5,18.234,0.025,408.4,9.4,19.816,19.93,0.7,37.54,1.3,-61.38,1.42
75, J0151-0051 ,27.92082902,-0.8657345009999999,ULAS J015141.01-005156.5 ,2016A&A...589A..49S,2506136919278381568,0.21,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L3 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.095999999999998,0.051,14.274000000000001,0.044000000000000004,13.587,0.045,13.137,0.042,12.845999999999998,0.039,12.353,0.48,22.798000000000002,-99999.0,20.42,-99999.0,19.5,0.025,18.125999999999998,0.013999999999999999,17.129,0.006,20.033,0.011000000000000001,182.8,1.8,21.039,0.205,53.1,10.0,18.378,0.043,357.6,14.2,20.035,28.66,2.25,-46.05,2.3,-16.35,1.48
76, J0153+1404 ,28.476079566,14.080970734000001,  2MASS 01535422+1404532 ,2008AJ....135..785W,2575986934485172736,0.05,       ...,                ...,       L0 ,2008AJ....135..785W,       M9 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.208,0.044000000000000004,14.484000000000002,0.052000000000000005,13.958,0.064,13.628,0.026000000000000002,13.344000000000001,0.028999999999999998,12.811,0.505,24.79,0.55,21.416999999999998,0.152,19.354,0.009000000000000001,17.898,0.001,16.923,0.006999999999999999,19.820999999999998,0.01,222.3,2.0,21.3,0.11,41.7,4.2,18.202,0.021,420.6,8.1,19.945,20.68,0.83,32.07,1.12,-97.81,0.93
77, J0202-3136 ,30.504993222,-31.614098424,WISEA J020201.25-313645.2,2014ApJ...783..122K,5019582949474822400,0.41,       ...,                ...,    L0 sd ,2014ApJ...783..122K,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.335,0.05,14.937000000000001,0.098,14.702,0.10800000000000001,14.31,0.027999999999999997,13.959000000000001,0.038,12.218,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.177,0.003,402.4,1.3,21.357,0.191,39.6,7.0,17.590999999999998,0.015,738.2,10.4,20.365,15.14,0.34,-155.09,0.54,-1152.44,0.36
78, J0207+1355 ,31.899455526,13.931513755,  2MASS 02073557+1355564 ,2002AJ....123.3409H,77216472530687744,0.12,       ...,                ...,       L3 ,2002AJ....123.3409H,     L3:: ,2004AJ....127.3553K,     L2.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.462,0.049,14.474,0.043,13.808,0.046,13.494000000000002,0.024,13.259,0.03,12.706,-99999.0,-99999.0,-99999.0,22.055,0.17300000000000001,19.791,0.017,18.393,0.009000000000000001,17.499000000000002,0.019,20.303,0.009000000000000001,142.6,1.2,21.521,0.486,34.0,15.2,18.624000000000002,0.040999999999999995,285.3,10.9,20.422,26.86,0.99,258.36,1.64,-177.45,1.38
85, J0224-7633 ,36.051131356999996,-76.555527061,   DENIS J0224120-763320 ,2010A&A...517A..53M,4634072762364274048,0.02,       ...,                ...,       L0 ,2010A&A...517A..53M,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.142999999999999,0.040999999999999995,14.306,0.04,13.91,0.055,13.507,0.024,13.206,0.027000000000000003,12.487,0.318,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.014,0.008,186.1,1.4,20.555,0.331,82.9,25.3,18.291,0.024,387.7,8.4,19.883,15.75,0.82,67.65,2.0,10.82,1.33
86, J0224+0654 ,36.195832573000004,6.904306525,ULAS J022446.99+065415.6 ,2016A&A...589A..49S,2520502932047838976,0.03,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L1 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.35,0.04,14.491,0.043,13.882,0.047,13.627,0.025,13.3,0.03,12.397,-99999.0,22.732,0.18100000000000002,20.54,-99999.0,19.562,0.016,18.07,0.005,17.136,0.008,20.023,0.011000000000000001,184.6,1.8,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.987000000000002,12.69,1.2,7.3,1.75,-27.03,1.59
89, J0228-6325 ,37.187112528,-63.41634616100001,  2MASS 02284355-6325052 ,2007A&A...466.1059K,4700401321000355712,0.27,       ...,                ...,       L1 ,2008AJ....136.1290R,       L0 ,2007A&A...466.1059K,      ... ,               ... ,-99999.0,-99999.0,               ... ,13.556,0.027999999999999997,12.747,0.023,12.248,0.025,11.932,0.023,11.731,0.02,11.194,0.07,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.282,0.003,917.2,2.2,20.955,0.273,57.4,14.4,16.615,0.012,1815.1,20.5,19.539,47.1,0.23,621.95,0.59,435.49,0.41
91, J0230-3027 ,37.685788175,-30.457969785,  2MASS 02304442-3027275 ,2010ApJS..190..100K,5067213518311846144,0.08,       ...,                ...,      ... ,               ... ,       L1 ,2010ApJS..190..100K,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.822000000000001,0.077,15.21,0.078,14.886,0.107,14.300999999999998,0.027000000000000003,14.005,0.036000000000000004,12.865,0.5,-99999.0,-99999.0,-99999.0,-99999.0,20.236,0.032,18.762999999999998,0.015,17.797,0.057,20.765,0.011000000000000001,93.2,0.9,20.955,0.13699999999999998,57.3,7.2,18.983,0.047,204.8,8.9,20.76,17.07,1.3,135.87,2.11,-101.31,2.11
92, J0230-0953 ,37.688165283000004,-9.884985661, DENIS J02304500-0953050 ,2010A&A...517A..53M,5175327809475722624,0.06,       ...,                ...,       L0 ,2010A&A...517A..53M,       L1 ,2014ApJ...794..143B,      ... ,               ... ,32.4,3.7,2013AJ....146..161M,14.818,0.032,13.912,0.034,13.402999999999999,0.037000000000000005,12.968,0.024,12.704,0.026000000000000002,11.805,0.196,-99999.0,-99999.0,21.555,0.122,19.155,0.011000000000000001,17.727999999999998,0.006999999999999999,16.749000000000002,0.006999999999999999,19.659000000000002,0.009000000000000001,258.2,2.2,20.986,0.583,55.7,29.9,18.077,0.021,472.2,9.2,19.590999999999998,33.77,0.58,152.53,0.87,-42.48,0.76
94, J0235-0849 ,38.948080023,-8.822139157999999,  2MASS 02354756-0849198 ,2002AJ....123.3409H,5176990610359832576,0.01,       ...,                ...,       L2 ,2002AJ....123.3409H,      L2: ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.571,0.055,14.812000000000001,0.055999999999999994,14.190999999999999,0.067,13.779000000000002,0.025,13.499,0.031,-99999.0,-99999.0,-99999.0,-99999.0,21.886999999999997,0.047,19.895,0.013000000000000001,18.42,0.006,17.442,0.013000000000000001,20.348,0.008,136.8,1.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.494,19.75,1.43,-27.78,1.53,4.18,2.21
98, J0255-4700 ,43.771779603,-47.016651371,      DENIS-P J0255-4700 ,1999AJ....118.2466M,4752399493622045696,0.52,       ...,                ...,       L8 ,2008ApJ...689.1295K,       L9 ,2006ApJ...639.1095B,      ... ,               ... ,205.83,0.53,2016AJ....152...24W,13.245999999999999,0.027000000000000003,12.204,0.024,11.558,0.024,10.769,0.022000000000000002,10.207,0.021,9.142000000000001,0.027000000000000003,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.61,0.003,677.9,2.1,21.301,0.253,41.7,9.7,16.802,0.016,1526.9,23.0,18.796,205.33,0.25,1011.24,0.39,-554.77,0.47
99, J0257-3105 ,44.360783618,-31.096340957,  2MASS 02572581-3105523 ,2008ApJ...689.1295K,5052876333365036928,0.25,       ...,                ...,       L8 ,2008ApJ...689.1295K,      L8: ,2013AJ....146..161M,      ... ,               ... ,99.7,6.7,2013AJ....146..161M,14.672,0.039,13.517999999999999,0.032,12.876,0.032,12.032,0.023,11.6,0.021,10.565,0.073,-99999.0,-99999.0,-99999.0,-99999.0,20.24,0.024,-99999.0,-99999.0,-99999.0,-99999.0,19.945,0.004,198.2,0.7,21.69,0.191,29.1,5.1,18.108,0.013999999999999999,458.7,6.0,20.043,102.37,0.61,622.88,0.57,346.01,0.97
100, J0306-0330 ,46.50740601,-3.5181799089999997, WISEA J030601.66-033059.,2014ApJ...783..122K,5183457632811832960,0.64,       ...,                ...,     L0sd ,2014ApJ...783..122K,     M9sd ,2014ApJ...786L..18L,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.440999999999999,0.028999999999999998,14.06,0.040999999999999995,13.978,0.049,13.429,0.025,13.181,0.027000000000000003,12.437000000000001,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.574,0.003,701.2,2.2,20.586,0.19399999999999998,80.6,14.4,16.965,0.013999999999999999,1314.7,17.6,19.535999999999998,24.61,0.3,331.48,0.51,-1290.79,0.51
101, J0306-3647 ,46.547403077,-36.800896433000005,        SSSPM J0306-3648 ,2005A&A...440.1061L,5047423236725995136,0.37,       ...,                ...,       M8 ,2005A&A...440.1061L,       L0 ,2005A&A...440.1061L,      ... ,               ... ,76.46,1.42,2014AJ....147...94D,11.69,0.024,11.068,0.023,10.630999999999998,0.024,10.38,0.023,10.147,0.02,9.846,0.036000000000000004,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,16.015,0.001,7400.9,6.3,19.503,0.040999999999999995,218.4,8.3,14.450999999999999,0.004,13320.9,51.6,16.811,75.44,0.1,-172.48,0.12,-669.32,0.15
102, J0308+3259 ,47.189598125,32.989154006999996,  2MASS 03084507+3259277 ,2014ApJ...786L..18L,135921081965834624,0.25,       ...,                ...,      ... ,               ... ,L1 p(blue),2014ApJ...786L..18L,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.797,0.057,15.194,0.071,14.713,0.073,14.427999999999999,0.028999999999999998,14.118,0.045,11.969000000000001,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.143,0.025,18.489,0.006999999999999999,17.573,0.013000000000000001,20.519000000000002,0.012,116.8,1.3,22.103,0.307,19.9,5.6,18.789,0.051,245.1,11.4,20.605999999999998,18.12,1.48,307.18,2.65,-384.94,2.86
