,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
508, J1530+5147 ,232.55352024299998,51.788136893,  2MASS 15301287+5147169 ,2008AJ....135..785W,1596000814877433728,0.15,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.047,0.040999999999999995,14.312999999999999,0.047,13.737,0.052000000000000005,13.455,0.024,13.165999999999999,0.025,13.015999999999998,0.37799999999999995,22.069000000000003,0.092,21.334,0.057,19.195,0.012,17.736,0.005,16.807000000000002,0.006,19.697,0.006,249.2,1.3,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.733,19.24,0.49,-18.84,0.86,34.23,0.96
509, J1534+1219 ,233.72270422900002,12.330226113,  2MASS 15345325+1219495 ,2006AJ....131.2722C,1193465794018333824,0.17,       ...,                ...,      ... ,               ... ,      L4: ,2006AJ....131.2722C,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.332,0.047,14.302999999999999,0.037000000000000005,13.827,0.042,12.967,0.023,12.642000000000001,0.025,12.325999999999999,0.33399999999999996,-99999.0,-99999.0,22.011,0.188,20.455,0.033,18.531,0.017,17.505,0.006999999999999999,20.625999999999998,0.013999999999999999,105.9,1.3,21.372,0.516,39.1,18.6,18.916,0.042,217.9,8.5,20.43,49.89,1.65,174.55,3.08,-38.16,4.14
510, J1536+0646 ,234.24737496,6.780401447000001,ULAS J153659.37+064650.3 ,2016A&A...589A..49S,4430701697214030464,0.04,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L2 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.609000000000002,0.066,14.925,0.065,14.315999999999999,0.075,13.978,0.027999999999999997,13.745,0.036000000000000004,12.088,-99999.0,22.076,-99999.0,21.875999999999998,0.174,20.194000000000003,0.017,18.703,0.021,17.762,0.013999999999999999,20.723000000000003,0.01,96.9,0.9,21.320999999999998,0.39399999999999996,40.9,14.9,19.053,0.04,192.1,7.0,20.505,16.04,1.18,-18.97,2.89,-78.67,2.16
511, J1537+1405 ,234.34151986900002,14.085170623,  2MASS 15372197+1405082 ,2010AJ....139.1808S,1194307946912712192,0.2,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.132,0.09699999999999999,15.463,0.135,15.046,0.152,14.715,0.028999999999999998,14.5,0.051,13.147,-99999.0,21.666,-99999.0,21.392,0.16399999999999998,20.215,0.023,18.804000000000002,0.012,17.883,0.013000000000000001,20.794,0.013000000000000001,90.8,1.1,19.858,0.442,157.6,64.2,19.125,0.064,179.8,10.6,20.584,11.86,1.26,-3.72,3.59,-89.71,2.51
513, J1540+0102 ,235.0211681,1.035748533,ULAS J154005.10+010208.7 ,2016A&A...589A..49S,4416887707998970752,0.03,       ...,                ...,      ... ,               ... ,      ... ,               ... ,      L0: ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.212,0.044000000000000004,14.567,0.05,14.083,0.059000000000000004,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,21.879,0.168,21.596999999999998,0.053,19.352999999999998,0.006,17.871,0.011000000000000001,16.955,0.006999999999999999,19.851,0.005,216.3,1.0,21.334,0.222,40.5,8.3,18.242,0.021,405.4,7.8,19.837,14.84,0.55,-49.47,1.0,-15.0,0.86
514, J1541+2844 ,235.26044915900002,28.743742691999998,ULAS J154102.57+284436.9 ,2016A&A...589A..49S,1224796854593230336,0.06,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,14.942,0.042,14.175,0.055,13.673,0.057,13.341,0.025,13.12,0.027000000000000003,12.564,0.301,-99999.0,-99999.0,21.453000000000003,0.042,18.961,0.008,17.541,0.009000000000000001,16.653,0.009000000000000001,19.485,0.003,302.9,0.8,21.569000000000003,0.155,32.6,4.7,17.857,0.009000000000000001,578.0,5.0,19.644000000000002,17.35,0.33,-122.56,0.51,81.36,0.6
515, J1546+1609 ,236.608359531,16.154481785999998,  2MASS 15462590+1609192 ,2010AJ....139.1808S,1196165198144011136,0.1,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.714,0.055,14.805,0.061,14.189,0.061,13.93,0.026000000000000002,13.663,0.033,12.524000000000001,0.41700000000000004,-99999.0,-99999.0,21.886999999999997,0.055,19.824,0.013000000000000001,18.44,0.024,17.447,0.009000000000000001,20.365,0.006,134.7,0.8,21.448,0.226,36.4,7.6,18.671,0.019,273.1,4.9,20.272000000000002,18.5,1.33,80.44,1.45,-176.91,0.96
516, J1546+2536 ,236.616841387,25.609958806999998,  2MASS 15462849+2536338 ,2009A&A...497..619Z,1222891473958463744,0.18,       ...,                ...,       L1 ,2009A&A...497..619Z,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.76,0.07,15.069,0.083,14.710999999999999,0.081,14.295,0.026000000000000002,13.975999999999999,0.036000000000000004,12.708,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.088,0.025,18.458,0.013999999999999999,17.484,0.013000000000000001,20.502,0.005,118.8,0.6,21.323,0.20800000000000002,40.9,7.8,18.789,0.02,245.0,4.4,20.612,18.22,0.76,-399.06,1.13,131.09,1.22
518, J1548+2814 ,237.228747798,28.23452199,  2MASS 15485487+2814046 ,2008AJ....135..785W,1224567915656078336,0.04,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.94,0.081,14.933,0.085,14.45,0.068,14.182,0.026000000000000002,13.969000000000001,0.035,12.700999999999999,-99999.0,23.401999999999997,0.42,22.095,0.11900000000000001,20.048,0.013000000000000001,18.635,0.009000000000000001,17.684,0.012,20.595,0.006999999999999999,109.0,0.7,21.496,0.254,34.8,8.2,18.904,0.025,220.4,5.1,20.479,14.25,0.79,19.28,1.28,-17.98,1.4
519, J1548-1636 ,237.242049311,-16.601103788,  2MASS 15485834-1636018 ,2007A&A...466.1059K,6260966349293260928,0.12,       ...,                ...,      ... ,               ... ,      L2: ,2007A&A...466.1059K,      ... ,               ... ,-99999.0,-99999.0,               ... ,13.890999999999998,0.027999999999999997,13.104000000000001,0.03,12.635,0.03,12.284,0.025,11.994000000000002,0.023,11.474,0.239,-99999.0,-99999.0,20.531999999999996,0.032,18.129,0.006999999999999999,16.678,0.005,15.741,0.006,18.58,0.002,697.4,1.6,20.753,0.242,69.1,15.4,16.944000000000003,0.01,1340.0,12.7,18.879,37.43,0.32,-206.6,0.74,-122.54,0.42
521, J1551+4329 ,237.837179126,43.491599666999996,  2MASS 15512087+4329303 ,2010AJ....139.1808S,1396308578192813312,0.14,       ...,                ...,       L3 ,2010AJ....139.1808S,       L3 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.133,0.043,14.200999999999999,0.047,13.626,0.042,13.009,0.023,12.679,0.022000000000000002,11.802,0.152,22.895,-99999.0,21.889,0.043,19.567999999999998,0.012,18.098,0.009000000000000001,17.092,0.016,20.320999999999998,0.008,140.2,1.1,21.055,0.247,52.3,11.9,18.33,0.027999999999999997,373.8,9.5,20.064,23.16,0.83,28.67,1.44,-33.21,1.88
522, J1551+5442 ,237.88492802,54.70057266600001,  2MASS 15513273+5442010 ,2010AJ....139.1808S,1597533701590333440,0.07,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.857000000000001,0.04,14.042,0.045,13.504000000000001,0.049,13.181,0.023,12.945,0.023,12.484000000000002,0.233,-99999.0,-99999.0,21.354,0.05,19.22,0.012,17.777,0.008,16.839000000000002,0.009000000000000001,19.686,0.004,251.8,0.9,21.166,0.141,47.2,6.1,18.03,0.021,493.0,9.4,19.642,26.22,0.31,-182.01,0.57,63.84,0.64
523, J1552-0035 ,238.217585149,-0.584383374,  2MASS 15525231-0035019 ,2008AJ....135..785W,4410197699434924416,0.02,       ...,                ...,       L0 ,2008AJ....135..785W,    M9.5: ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.992,0.094,15.402999999999999,0.11900000000000001,15.013,0.132,14.712,0.031,14.333,0.048,12.360999999999999,-99999.0,24.36,0.48,23.22,0.32,19.95,0.013000000000000001,18.442,0.006999999999999999,17.601,0.006999999999999999,20.502,0.009000000000000001,118.7,1.0,21.607,0.18,31.5,5.2,18.794,0.036000000000000004,244.0,8.1,20.756,13.22,1.11,-92.03,2.63,-118.75,2.11
525, J1555-0956 ,238.819809225,-9.938392831,  2MASSW J1555157-095605 ,2002ApJ...575..484G,4346523537966269824,0.53,       ...,                ...,       L1 ,2002ApJ...575..484G,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,72.69,0.85,2016AJ....152...24W,12.557,0.024,11.984000000000002,0.024,11.443,0.019,11.138,0.044000000000000004,10.868,0.021,10.52,0.1,-99999.0,-99999.0,-99999.0,-99999.0,16.994,0.004,-99999.0,-99999.0,-99999.0,-99999.0,17.352,0.001,2160.0,2.3,21.003,0.11900000000000001,54.9,6.0,15.725999999999999,0.008,4112.9,29.3,17.737000000000002,73.65,0.19,931.63,0.38,-785.14,0.24
526, J1555+0017 ,238.857873022,0.288798609,  2MASS 15552614+0017204 ,2002AJ....123.3409H,4410735566778443904,0.12,       ...,                ...,       L0 ,2002AJ....123.3409H,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.954,0.039,14.229000000000001,0.043,13.822000000000001,0.055,13.449000000000002,0.025,13.179,0.028999999999999998,12.237,0.462,-99999.0,-99999.0,21.545,0.027000000000000003,19.257,0.005,17.825,0.012,16.873,0.008,19.743,0.005,238.9,1.0,21.061,0.312,52.0,15.0,18.102999999999998,0.018000000000000002,460.9,7.7,19.758,22.31,0.6,-247.98,1.12,-50.45,0.85
527, J1556+1723 ,239.184722145,17.385821766,  2MASS 15564434+1723089 ,2010AJ....139.1808S,1202489863904750208,0.02,       ...,                ...,       L0 ,2010AJ....139.1808S,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.669,0.033,13.865,0.046,13.347000000000001,0.038,12.902000000000001,0.024,12.600999999999999,0.024,12.083,-99999.0,21.433000000000003,-99999.0,21.476999999999997,0.049,19.139,0.006,17.648,0.006999999999999999,16.637999999999998,0.005,19.594,0.004,274.0,1.0,21.386999999999997,0.217,38.5,7.7,17.947,0.013000000000000001,532.0,6.3,19.404,20.22,0.6,-23.02,0.65,2.61,0.55
528, J1605+0421 ,241.292192708,4.3643207,  2MASS 16051015+0421521 ,2008AJ....135..785W,4425494341423705344,0.03,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.243,0.053,14.379000000000001,0.040999999999999995,13.819,0.044000000000000004,13.581,0.026000000000000002,13.319,0.028999999999999998,12.296,-99999.0,22.572,0.71,21.541,0.033,19.509,0.01,18.092,0.006,17.155,0.006,20.012,0.005,186.4,0.9,21.728,0.336,28.1,8.7,18.386,0.021,354.9,6.7,19.885,21.16,0.77,-26.23,1.28,-36.51,0.86
529, J1607+3459 ,241.92951801,34.996611526,  2MASS 16074308+3459470 ,2008AJ....135..785W,1323976724724420608,0.03,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.415,0.045,14.507,0.057,13.963,0.044000000000000004,13.542,0.024,13.206,0.027000000000000003,12.289000000000001,0.221,22.878,0.59,22.038,0.159,19.869,0.009000000000000001,18.346,0.006999999999999999,17.361,0.012,20.346,0.006999999999999999,137.1,0.9,21.379,0.23800000000000002,38.8,8.5,18.653,0.031,277.8,8.0,20.053,15.4,0.7,12.2,1.11,41.12,1.5
530, J1610-0040 ,242.61729299700002,-0.686958855,           LSRJ1610-0040 ,2003ApJ...591L..49L,4406489184157821952,0.67,       ...,                ...,    L: sd ,2003ApJ...591L..49L,   M6 sd? ,2014ApJ...794..143B,      ... ,               ... ,31.02,0.26,2008ApJ...686..548D,12.911,0.022000000000000002,12.302,0.022000000000000002,12.019,0.027000000000000003,11.637,0.243,11.537,0.023,11.088,0.134,-99999.0,-99999.0,18.035999999999998,0.006,15.905,0.005,14.847999999999999,0.002,-99999.0,-99999.0,16.595,0.002,4339.2,7.4,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.066,29.14,0.37,-777.34,0.56,-1234.83,0.36
531, J1613+4729 ,243.299825317,47.488317698,  2MASS 16131206+4729183 ,2008AJ....135..785W,1399073639483249024,0.12,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.955,0.085,15.23,0.09300000000000001,14.790999999999999,0.128,14.459000000000001,0.025,14.206,0.034,13.374,0.508,21.93,0.37,20.125,0.2,20.259,0.012,18.777,0.01,17.847,0.006,20.78,0.013000000000000001,91.9,1.1,21.354,0.282,39.7,10.3,19.002,0.055,201.3,10.3,20.403,14.98,1.17,-59.66,1.99,-23.32,2.42
532, J1613+1346 ,243.45590527599998,13.769184205999998,  2MASS 16134945+1346085 ,2010AJ....139.1808S,4464246422589487104,0.22,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.406,0.11800000000000001,15.511,0.124,15.125,0.15,14.671,0.05,14.513,0.062,12.046,0.33799999999999997,22.621,-99999.0,20.635,-99999.0,20.225,0.024,18.801,0.013999999999999999,17.924,0.009000000000000001,20.805,0.011000000000000001,89.8,0.9,21.388,0.135,38.5,4.8,19.134,0.059000000000000004,178.2,9.7,20.55,11.73,1.59,-36.57,1.83,44.91,1.4
534, J1616+5213 ,244.04706527,52.22453894,  2MASS 16161134+5213277 ,2008AJ....135..785W,1424787471246550400,0.01,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.397,0.044000000000000004,14.630999999999998,0.046,14.179,0.066,13.770999999999999,0.024,13.432,0.025,13.183,0.434,21.69,0.43,21.855999999999998,0.086,19.875,0.013999999999999999,18.35,0.011000000000000001,17.374000000000002,0.013999999999999999,20.425,0.01,127.4,1.2,20.913,0.306,59.6,16.8,18.683,0.027000000000000003,270.3,6.7,20.086,11.77,1.21,-34.73,1.83,31.31,2.39
535, J1619+0050 ,244.868189893,0.8362361140000001,  2MASS 16192830+0050118 ,2002AJ....123.3409H,4408577118080317056,0.08,       ...,                ...,       L2 ,2002AJ....123.3409H,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,39.65,4.22,2016AJ....152...24W,14.390999999999998,0.036000000000000004,13.665,0.04,13.186,0.04,12.737,0.024,12.453,0.025,11.78,0.27399999999999997,-99999.0,-99999.0,21.083000000000002,0.031,18.847,0.006,17.352999999999998,0.006,16.391,0.006,19.305999999999997,0.003,357.3,1.0,21.447,0.19399999999999998,36.4,6.5,17.635,0.012,708.9,7.5,19.361,37.29,0.43,56.46,0.75,-78.37,0.36
537, J1622+4548 ,245.53377023599998,45.803669808,  2MASS 16220803+4548132 ,2008AJ....135..785W,1385889155036651136,0.07,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.860999999999999,0.07400000000000001,15.081,0.084,14.437000000000001,0.085,14.013,0.025,13.669,0.028999999999999998,13.238,0.42,23.024,0.37,22.125,0.307,20.278,0.022000000000000002,18.761,0.012,17.795,0.013999999999999999,20.747,0.011000000000000001,94.8,1.0,21.616999999999997,0.278,31.2,8.0,19.064,0.064,190.2,11.3,20.502,13.13,1.07,42.26,2.59,4.24,2.32
538, J1623-0508 ,245.998510769,-5.137211753,WISE J162359.70-050811.4 ,2013PASP..125..809T,4355669206962020096,0.24,       ...,                ...,      ... ,               ... ,       L1 ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.940999999999999,0.035,14.075,0.026000000000000002,13.556,0.040999999999999995,13.257,0.025,12.942,0.028999999999999998,11.935,0.353,-99999.0,-99999.0,21.616,0.048,19.317,0.006999999999999999,17.847,0.008,16.919,0.006999999999999999,19.8,0.006,226.6,1.2,21.879,0.41600000000000004,24.5,9.4,18.131,0.040999999999999995,449.1,16.8,19.759,26.06,0.91,-153.78,1.65,-443.87,1.01
539, J1625+3347 ,246.495941551,33.784404355999996,  2MASS 16255899+3347058 ,2008AJ....135..785W,1325675328455398400,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.622,0.053,14.687999999999999,0.057,14.229000000000001,0.052000000000000005,13.933,0.025,13.725999999999999,0.035,12.220999999999998,-99999.0,24.22,0.55,21.811999999999998,0.006,19.685,0.012,18.236,0.011000000000000001,17.35,0.005,20.246,0.006999999999999999,150.3,0.9,21.584,0.22699999999999998,32.1,6.7,18.516,0.024,315.1,6.9,20.261,11.3,0.62,24.52,1.12,-118.44,1.34
540, J1626+2113 ,246.51293304799998,21.219780147,  2MASS 16260302+2113132 ,2010AJ....139.1808S,1298201217231698048,0.11,       ...,                ...,       L3 ,2010AJ....139.1808S,    L4.5: ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.475,0.054000000000000006,14.591,0.062,13.918,0.05,13.312999999999999,0.024,13.015999999999998,0.026000000000000002,11.999,0.302,-99999.0,-99999.0,-99999.0,-99999.0,20.528000000000002,0.019,18.812,0.01,17.775,0.013000000000000001,20.809,0.01,89.5,0.8,21.237,0.301,44.2,12.3,19.125,0.036000000000000004,179.7,5.9,20.669,34.46,1.46,73.44,1.82,-133.96,2.12
541, J1626+3925 ,246.576226308,39.423102686,  2MASS 16262034+3925190 ,2004AJ....127.2856B,1332410734823626240,0.78,       ...,                ...,    L4 sd ,2007AJ....134.1330B,     L sd ,2004AJ....127.2856B,      ... ,               ... ,29.85,1.08,2009A&A...493L..27S,14.435,0.028999999999999998,14.533,0.05,14.466,0.07400000000000001,13.482000000000001,0.024,13.136,0.026000000000000002,12.174000000000001,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.914,0.005,-99999.0,-99999.0,15.802,0.005,18.385,0.002,834.5,1.8,21.335,0.179,40.4,6.7,16.783,0.009000000000000001,1555.1,13.7,19.95,32.49,0.23,-1374.66,0.35,237.36,0.44
542, J1628+2428 ,247.143303735,24.47948687,  2MASS 16283435+2428476 ,2010AJ....139.1808S,1302285829913797632,0.06,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.902000000000001,0.07200000000000001,14.995,0.08,14.482999999999999,0.094,14.091,0.18600000000000003,13.853,0.033,12.537,0.439,-99999.0,-99999.0,22.291,0.192,20.149,0.021,18.73,0.02,17.739,0.015,20.65,0.006999999999999999,103.6,0.7,21.17,0.18,47.1,7.8,18.971,0.026000000000000002,207.2,5.0,20.601999999999997,18.67,1.0,36.74,1.39,-95.13,1.75
543, J1628+6259 ,247.160210159,62.995930026,  2MASS 16283833+6259455 ,2010AJ....139.1808S,1628727293147782272,0.18,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.77,0.069,15.16,0.092,14.662,0.106,14.344000000000001,0.025,13.994000000000002,0.031,12.902000000000001,-99999.0,-99999.0,-99999.0,21.964000000000002,0.18100000000000002,20.118,0.021,18.635,0.01,17.659000000000002,0.015,20.615,0.009000000000000001,107.0,0.9,21.980999999999998,0.28600000000000003,22.3,5.9,18.916,0.048,218.0,9.7,20.541999999999998,16.48,0.75,48.69,1.81,-25.23,1.78
545, J1632+3505 ,248.23428523200002,35.085144559,  2MASS 16325610+3505076 ,2014ApJ...794..143B,1327719286210329344,0.08,       ...,                ...,      ... ,               ... ,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.65,0.031,13.867,0.031,13.297,0.031,12.892000000000001,0.023,12.651,0.022000000000000002,12.015,0.302,21.693,0.132,21.302,0.066,19.009,0.008,17.522000000000002,0.006,16.566,0.005,19.473,0.004,306.4,1.2,21.55,0.23600000000000002,33.2,7.2,17.811,0.016,603.2,9.0,19.382,28.58,0.33,89.15,0.51,-60.53,0.62
546, J1633+0100 ,248.48026566,1.007979912, SDSSJ163355.23+010027.0 ,2010AJ....139.1808S,4431722563693865856,0.1,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.61,0.05,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.064,0.005,177.7,0.9,21.509,0.183,34.4,5.8,18.404,0.025,349.4,8.0,20.345,14.18,1.01,21.25,1.5,101.72,0.98
547, J1640+1231 ,250.132129798,12.517903745999998,  2MASSJ16403197+1231068 ,2004AJ....127.2856B,4460894909281150208,0.09,       ...,                ...,    esdL0 ,2006AJ....132.2372G,    sdM8? ,2004AJ....127.2856B,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.946,0.078,15.605,0.11199999999999999,15.52,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.867,0.005,213.1,1.0,21.035,0.2,53.3,9.8,18.309,0.013999999999999999,381.2,4.9,20.857,10.15,0.64,-222.25,1.14,-134.9,0.91
548, J1642+3308 ,250.660613474,33.148913641,  2MASS 16423861+3308554 ,2008AJ....135..785W,1314312185020118144,0.01,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.181,0.045,14.45,0.043,14.099,0.063,13.690999999999999,0.025,13.395999999999999,0.027999999999999997,12.109000000000002,-99999.0,20.671999999999997,0.24,21.828000000000003,0.045,19.368,0.006999999999999999,17.901,0.006999999999999999,16.949,0.009000000000000001,19.868,0.005,212.8,1.0,22.104,0.257,19.9,4.7,18.204,0.017,420.1,6.6,19.724,20.69,0.46,-54.99,0.75,31.64,1.11
549, J1644+2846 ,251.158537722,28.770674591,  2MASS 16443814+2846147 ,2010AJ....139.1808S,1310796565308721920,0.03,       ...,                ...,       L2 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.655999999999999,0.071,14.69,0.057999999999999996,14.179,0.077,13.793,0.025,13.606,0.032,12.162,-99999.0,23.235,-99999.0,21.884,0.038,19.945,0.013999999999999999,18.507,0.009000000000000001,17.559,0.013000000000000001,20.468,0.008,122.5,0.9,21.475,0.171,35.5,5.6,18.848,0.03,232.0,6.5,20.441,20.4,0.88,-86.49,1.37,-8.18,1.49
550, J1644+2600 ,251.16540046400002,26.004241873,  2MASS 16443963+2600128 ,2010AJ....139.1808S,1301178591640305408,0.07,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.466,0.053,14.712,0.06,14.205,0.09300000000000001,13.937999999999999,0.025,13.681,0.032,12.642000000000001,0.51,-99999.0,-99999.0,22.159000000000002,0.08900000000000001,19.823,0.016,18.314,0.008,17.35,0.008,20.295,0.006999999999999999,143.6,0.9,21.886,0.345,24.3,7.7,18.605,0.027000000000000003,290.2,7.2,20.349,21.32,0.77,45.8,1.03,162.6,1.86
553, J1650+3523 ,252.630186524,35.399803362,  2MASS 16503133+3523595 ,2010AJ....139.1808S,1327030029861644544,0.09,       ...,                ...,       L2 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.821,0.067,14.89,0.083,14.536,0.086,14.015999999999998,0.026000000000000002,13.776,0.032,12.747,0.508,21.776999999999997,-99999.0,22.281,0.136,20.232,0.018000000000000002,18.778,0.011000000000000001,17.861,0.008,20.734,0.01,95.9,0.9,21.316999999999997,0.212,41.1,8.0,19.102,0.037000000000000005,183.6,6.2,20.581,17.1,0.98,-67.32,1.62,-22.64,2.67
555, J1654+3747 ,253.711014752,37.788229,  2MASS 16545081+3747141 ,2010AJ....139.1808S,1351358992366449152,0.12,       ...,                ...,       L2 ,2010AJ....139.1808S,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.01,0.039,14.181,0.039,13.655999999999999,0.039,13.198,0.024,12.956,0.025,12.388,0.316,-99999.0,-99999.0,21.706999999999997,0.048,19.305,0.006999999999999999,17.869,0.008,16.902,0.006,19.797,0.005,227.2,1.1,21.826999999999998,0.212,25.7,5.0,18.152,0.017,440.5,6.8,19.79,26.85,0.45,-115.48,0.68,200.82,0.72
558, J1658+5103 ,254.67663357599997,51.059283359,WISE J165842.56+510335.0 ,2013PASP..125..809T,1412657697622625536,0.21,       ...,                ...,      ... ,               ... ,     L6 p ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.062000000000001,0.033,14.175,0.031,13.655,0.040999999999999995,13.19,0.023,12.809000000000001,0.023,12.498,0.29100000000000004,-99999.0,-99999.0,21.976,0.14400000000000002,19.822,0.018000000000000002,18.27,0.013000000000000001,17.197,0.01,20.27,0.009000000000000001,147.0,1.2,21.276,0.266,42.7,10.5,18.561,0.027000000000000003,302.1,7.5,20.497,31.66,0.73,-287.53,1.49,-284.4,1.69
560, J1703+3558 ,255.760737922,35.973563977, SDSSJ170302.53+355824.2 ,2010AJ....139.1808S,1339277180644102272,0.07,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.07,0.03,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.577,0.005,278.4,1.3,21.502,0.314,34.6,10.0,17.902,0.019,554.4,9.6,19.805,17.08,0.42,43.09,0.86,37.55,0.84
