SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,LIT_RA,LIT_DEC,DISTMOD
 J1047+4047B , 161.805700978 ,  40.446871741 ,               LP213-068B  , 2000MNRAS.311..385G ,   779689533779300736 ,   4.32 ,            ,                     ,       ...  ,                ...  ,        L0  , 2012ApJS..201...19D ,    -99999. ,            -99999.  , -99999.000 , -99999.000 ,            -99999.  ,     12.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     16.931 ,      0.036 ,     3183.2 ,     6.8 ,     20.182 ,      1.983 ,      116.9 ,    11.5 ,     15.310 ,      0.102 ,     6037.2 ,    40.1 ,     16.748 ,    38.87 ,  0.45 ,  -301.30 ,  0.55 ,   -34.40 ,  0.57 , 161.805800000 ,  40.446860000 ,   -2.05
 J1047-1815  , 161.877762056 , -18.265759837 ,       DENIS-P J1047-1815  , 1999AJ....118.2466M ,  3555963059703156224 ,   0.16 ,            ,                     ,      L2.5  , 1999AJ....118.2466M ,      L0.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.199 ,      0.029 ,     13.423 ,      0.030 ,     12.891 ,      0.030 ,     12.579 ,      0.024 ,     12.325 ,      0.023 ,     12.291 ,      0.472 , -99999.000 , -99999.000 ,     21.020 ,      0.030 ,     18.574 ,      0.007 ,     17.121 ,      0.001 ,     16.130 ,      0.006 ,     19.042 ,      0.077 ,      455.6 ,     1.8 ,     21.266 ,      3.812 ,       43.1 ,     7.7 ,     17.415 ,      0.174 ,      868.5 ,     8.7 ,     19.125 ,    35.32 ,  0.38 ,  -364.81 ,  0.58 ,    46.19 ,  0.52 , 161.877820000 , -18.265767000 ,   -2.26
 J1048-5254  , 162.114415769 , -52.904828998 ,  DENIS-P J1048278-525418  , 2008MNRAS.383..831P ,  5353652721316104832 ,   0.18 ,            ,                     ,      L1.5  , 2008MNRAS.383..831P ,       ...  ,                ...  ,       ...  ,                ...  ,     36.212 ,      0.077 , 2014A&A...565A..20S ,     14.016 ,      0.030 ,     13.207 ,      0.031 ,     12.666 ,      0.026 ,     12.244 ,      0.023 ,     12.004 ,      0.023 ,     11.468 ,      0.111 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.888 ,      0.043 ,      525.2 ,     1.2 ,     21.093 ,      3.764 ,       50.5 ,     9.0 ,     17.221 ,      0.177 ,     1038.7 ,    10.7 ,     18.964 ,    36.36 ,  0.28 ,  -239.36 ,  0.40 ,    48.08 ,  0.34 , 162.116200000 , -52.905014000 ,   -2.20
 J1048+0111  , 162.176500383 ,   1.198509363 ,   2MASS 10484281+0111580  , 2002AJ....123.3409H ,  3808159454810609280 ,   0.19 ,            ,                     ,        L1  , 2002AJ....123.3409H ,        L4  , 2004A&A...416L..17K ,       ...  ,                ...  ,     71.900 ,      7.400 , 2016ApJS..225...10F ,     12.924 ,      0.023 ,     12.140 ,      0.022 ,     11.623 ,      0.024 ,     11.274 ,      0.023 ,     11.037 ,      0.021 ,     10.582 ,      0.111 , -99999.000 , -99999.000 ,     19.720 ,      0.010 ,     17.274 ,      0.003 , -99999.000 , -99999.000 ,     14.853 ,      0.002 ,     17.703 ,      0.035 ,     1564.1 ,     3.1 ,     20.915 ,      2.215 ,       59.5 ,     6.3 ,     16.090 ,      0.140 ,     2943.4 ,    25.6 ,     18.145 ,    66.46 ,  0.21 ,  -440.01 ,  0.37 ,  -231.47 ,  0.29 , 162.178380000 ,   1.199465000 ,   -0.89
 J1049+2537  , 162.367696848 ,  25.623065931 ,   2MASS 10492824+2537231  , 2010AJ....139.1808S ,   729885367894193280 ,   0.09 ,            ,                     ,        L1  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.672 ,      0.058 ,     14.831 ,      0.067 ,     14.367 ,      0.064 ,     13.937 ,      0.026 ,     13.704 ,      0.037 ,     12.240 , -99999.000 ,     22.683 , -99999.000 ,     22.003 ,      0.163 ,     19.979 ,      0.015 ,     18.505 ,      0.012 ,     17.529 ,      0.011 ,     20.516 ,      0.233 ,      117.2 ,     1.3 ,     22.171 ,      7.543 ,       18.7 ,     6.4 ,     18.756 ,      0.773 ,      252.6 ,    10.4 ,     20.364 ,    21.30 ,  1.13 ,    -1.29 ,  2.09 ,    -1.12 ,  2.44 , 162.367690000 ,  25.623093000 ,   -3.36
 J1051+3141  , 162.794651447 ,  31.691419152 ,   2MASS 10511071+3141303  , 2010AJ....139.1808S ,   736689970481350784 ,   0.19 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.785 ,      0.060 ,     14.963 ,      0.056 ,     14.697 ,      0.082 ,     14.320 ,      0.028 ,     14.084 ,      0.041 ,     12.669 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.144 ,      0.014 ,     18.677 ,      0.016 ,     17.728 ,      0.011 ,     20.698 ,      0.325 ,       99.1 ,     1.6 ,     21.084 ,      4.466 ,       51.0 ,    10.8 ,     18.961 ,      0.603 ,      209.1 ,     6.7 ,     20.580 ,    14.20 ,  1.48 ,    14.66 ,  2.73 ,   -77.73 ,  2.26 , 162.794630000 ,  31.691772000 ,   -4.24
 J1051+5613  , 162.827377607 ,  56.217716164 ,   2MASS 10511900+5613086  , 2008AJ....136.1290R ,   851053031037729408 ,   0.16 ,            ,                     ,        L2  , 2008AJ....136.1290R ,        L1  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     13.244 ,      0.026 ,     12.423 ,      0.032 ,     11.905 ,      0.024 ,     11.525 ,      0.023 ,     11.267 ,      0.022 ,     10.782 ,      0.095 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     17.629 ,      0.002 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.077 ,      0.040 ,     1107.7 ,     2.4 ,     21.078 ,      2.328 ,       51.2 ,     5.7 ,     16.468 ,      0.113 ,     2077.6 ,    14.3 ,     18.132 ,    64.00 ,  0.19 ,  -227.09 ,  0.28 ,  -315.83 ,  0.30 , 162.829180000 ,  56.219063000 ,   -0.97
 J1053+0452  , 163.334206773 ,   4.872574754 , ULAS J105320.24+045222.2  , 2016A&A...589A..49S ,  3816051852353680768 ,   0.07 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     14.830 ,      0.041 ,     14.059 ,      0.039 ,     13.673 ,      0.043 ,     13.280 ,      0.025 ,     12.942 ,      0.027 ,     12.089 ,      0.392 , -99999.000 , -99999.000 ,     21.665 ,      0.092 ,     19.019 ,      0.018 ,     17.529 ,      0.006 ,     16.630 ,      0.004 ,     19.546 ,      0.136 ,      286.3 ,     2.0 ,     22.244 ,     10.776 ,       17.5 ,     8.5 ,     17.870 ,      0.509 ,      571.0 ,    16.3 ,     19.585 ,    20.06 ,  0.90 ,   -84.77 ,  1.64 ,  -177.31 ,  1.73 , 163.334280000 ,   4.872725600 ,   -3.49
 J1053+6423  , 163.413063431 ,  64.397632859 ,   2MASS 10533931+6423515  , 2010AJ....139.1808S ,  1055501338413128192 ,   0.03 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     16.316 ,      0.119 ,     15.343 ,      0.120 ,     15.159 ,      0.165 ,     14.770 ,      0.029 ,     14.530 ,      0.046 ,     12.221 , -99999.000 ,     20.860 , -99999.000 ,     19.305 , -99999.000 ,     20.263 ,      0.019 ,     18.811 ,      0.010 ,     17.994 ,      0.018 ,     20.847 ,      0.239 ,       86.4 ,     1.0 ,     21.885 ,      6.608 ,       24.3 ,     7.3 ,     19.055 ,      0.681 ,      191.8 ,     6.9 ,     20.267 ,    13.95 ,  1.78 ,   -56.13 ,  2.03 ,    -8.21 ,  1.97 , 163.413090000 ,  64.397636000 ,   -4.28
 J1058+3031  , 164.560617413 ,  30.533324493 ,   2MASS 10581455+3031594  , 2008AJ....135..785W ,   733413219670542464 ,   0.06 ,            ,                     ,        L0  , 2008AJ....135..785W ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.624 ,      0.057 ,     15.072 ,      0.070 ,     14.599 ,      0.087 ,     14.210 ,      0.028 ,     13.928 ,      0.040 ,     12.554 , -99999.000 ,     20.715 ,      0.340 ,     22.111 ,      0.169 ,     19.795 ,      0.013 ,     18.300 ,      0.010 ,     17.377 ,      0.008 ,     20.279 ,      0.210 ,      145.8 ,     1.5 ,     21.994 ,     11.621 ,       22.0 ,    11.6 ,     18.612 ,      0.717 ,      288.5 ,    11.1 ,     20.171 ,    16.99 ,  1.64 ,    -2.84 ,  1.98 ,    32.31 ,  2.91 , 164.560640000 ,  30.533190000 ,   -3.85
 J1058-1548  , 164.698162200 , -15.804658957 ,     DENIS-P J1058.7-1548  , 1997A&A...327L..25D ,  3562717226488303360 ,   0.08 ,       MG;  , 2015ApJ...798...73G ,        L3  , 1999APJ...519..802K ,        L3  , 2004AJ....127.3553K ,       ...  ,                ...  ,     55.880 ,      0.560 , 2016AJ....152...24W ,     14.155 ,      0.035 ,     13.226 ,      0.025 ,     12.532 ,      0.029 ,     12.081 ,      0.024 ,     11.784 ,      0.022 ,     11.694 ,      0.266 , -99999.000 , -99999.000 ,     20.982 ,      0.062 ,     18.830 ,      0.013 ,     17.340 ,      0.005 ,     16.300 ,      0.007 ,     19.252 ,      0.082 ,      375.6 ,     1.6 ,     22.022 ,      7.670 ,       21.5 ,     7.5 ,     17.587 ,      0.246 ,      741.2 ,    10.4 ,     19.207 ,    54.65 ,  0.52 ,  -258.07 ,  0.81 ,    31.10 ,  0.73 , 164.698200000 , -15.804664000 ,   -1.31
 J1059-2113  , 164.964673642 , -21.219757897 ,   2MASSI J1059513-211308  , 2003AJ....126.2421C ,  3549886711771965184 ,   0.52 ,            ,                     ,        L1  , 2003AJ....126.2421C ,       L3:  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.556 ,      0.038 ,     13.754 ,      0.035 ,     13.210 ,      0.032 ,     12.957 ,      0.024 ,     12.628 ,      0.026 ,     12.017 ,      0.305 , -99999.000 , -99999.000 ,     21.536 ,      0.051 ,     19.078 ,      0.009 ,     17.567 ,      0.006 ,     16.546 ,      0.008 ,     19.510 ,      0.084 ,      296.1 ,     1.3 ,     21.682 ,      3.806 ,       29.4 ,     5.2 ,     17.803 ,      0.250 ,      607.7 ,     8.5 ,     19.688 ,    31.44 ,  0.75 ,    84.99 ,  1.22 ,  -164.15 ,  1.00 , 164.964100000 , -21.218946000 ,   -2.51
 J1100+4957  , 165.039186871 ,  49.962409303 ,   2MASS 11000965+4957470  , 2008AJ....136.1290R ,   833043374172123520 ,   0.10 ,            ,                     ,      L3.5  , 2008AJ....136.1290R ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.282 ,      0.043 ,     14.192 ,      0.041 ,     13.474 ,      0.033 ,     12.970 ,      0.024 ,     12.622 ,      0.023 ,     12.246 ,      0.408 , -99999.000 , -99999.000 ,     22.148 ,      0.126 ,     20.019 ,      0.014 ,     18.486 ,      0.010 ,     17.461 ,      0.007 ,     20.441 ,      0.192 ,      125.6 ,     1.2 ,     22.236 ,     12.452 ,       17.6 ,     9.9 ,     18.714 ,      0.697 ,      262.6 ,     9.8 ,     20.278 ,    37.55 ,  1.52 ,  -147.44 ,  1.22 ,  -136.02 ,  1.84 , 165.039220000 ,  49.962437000 ,   -2.13
 J1104+1959  , 166.005575379 ,  19.989888092 ,   2MASSI J1104012+195921  , 2003AJ....126.2421C ,  3985153334796556928 ,   0.09 ,            ,                     ,        L4  , 2003AJ....126.2421C ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.380 ,      0.026 ,     13.476 ,      0.034 ,     12.950 ,      0.029 ,     12.345 ,      0.023 ,     12.084 ,      0.023 ,     11.771 ,      0.262 , -99999.000 , -99999.000 ,     21.393 ,      0.058 ,     19.327 ,      0.011 ,     17.618 ,      0.007 ,     16.582 ,      0.004 ,     19.608 ,      0.101 ,      270.6 ,     1.4 ,     21.861 ,      4.950 ,       24.9 ,     5.6 ,     17.939 ,      0.335 ,      536.0 ,    10.0 ,     19.621 ,    55.92 ,  0.44 ,    54.95 ,  1.03 ,   121.95 ,  0.68 , 166.005570000 ,  19.989866000 ,   -1.26
 J1108+6830  , 167.125436641 ,  68.503789160 ,   2MASSW J1108307+683017  , 2000AJ....120.1085G ,  1060313492785021312 ,   0.11 ,            ,                     ,        L1  , 2000AJ....120.1085G ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     13.123 ,      0.024 ,     12.235 ,      0.021 ,     11.583 ,      0.019 ,     11.115 ,      0.023 ,     10.761 ,      0.020 ,     10.168 ,      0.049 , -99999.000 , -99999.000 ,     20.103 ,      0.030 ,     17.757 ,      0.004 ,     16.241 ,      0.003 ,     15.221 ,      0.002 ,     18.146 ,      0.035 ,     1040.1 ,     2.0 ,     21.237 ,      3.974 ,       44.2 ,     8.3 ,     16.520 ,      0.149 ,     1980.2 ,    17.8 ,     17.960 ,    61.35 ,  0.20 ,  -237.64 ,  0.32 ,  -198.08 ,  0.37 , 167.125530000 ,  68.503817000 ,   -1.06
 J1109-1606  , 167.362055706 , -16.115626046 ,   2MASS 11092745-1606515  , 2010AJ....139.1808S ,  3559504797109475328 ,   0.23 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.970 ,      0.041 ,     14.348 ,      0.044 ,     13.892 ,      0.056 ,     13.642 ,      0.025 ,     13.340 ,      0.030 ,     12.650 ,      0.483 , -99999.000 , -99999.000 ,     21.400 ,      0.191 ,     19.298 ,      0.052 ,     17.627 ,      0.007 ,     16.687 ,      0.011 ,     19.656 ,      0.112 ,      258.8 ,     1.5 ,     21.343 ,      5.717 ,       40.1 ,    10.7 ,     17.955 ,      0.310 ,      528.1 ,     9.1 ,     19.812 ,    24.04 ,  0.73 ,  -463.45 ,  1.18 ,  -268.93 ,  1.16 , 167.362630000 , -16.115307000 ,   -3.10
 J1109+2353  , 167.409365680 ,  23.894046950 ,   2MASS 11093831+2353406  , 2010AJ....139.1808S ,  3995289595054235520 ,   0.20 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.695 ,      0.054 ,     15.014 ,      0.056 ,     14.584 ,      0.065 ,     14.389 ,      0.029 ,     14.171 ,      0.044 ,     12.272 , -99999.000 , -99999.000 , -99999.000 ,     22.447 ,      0.192 ,     19.987 ,      0.015 ,     18.554 ,      0.011 ,     17.638 ,      0.011 ,     20.545 ,      0.275 ,      114.1 ,     1.5 ,     19.212 ,      6.390 ,      285.6 ,    95.0 ,     18.701 ,      2.167 ,      265.8 ,    30.8 ,     20.511 ,    14.53 ,  2.48 ,   -62.98 ,  2.22 ,  -114.02 ,  1.86 , 167.409640000 ,  23.894615000 ,   -4.19
 J1112+3548  , 168.105556728 ,  35.802894557 ,                Gl 417 BC  , 2000AJ....120..447K ,   761918578311083264 ,   0.11 ,       VB;  , 2003AJ....126.1526B ,      L4.5  , 2000AJ....120..447K ,        L5  , 2014APJ...794..143B ,       ...  ,                ...  ,     45.610 ,      0.440 , 2007A&A...474..653V ,     14.584 ,      0.033 ,     13.499 ,      0.032 ,     12.721 ,      0.028 ,     11.981 ,      0.023 ,     11.653 ,      0.021 ,     11.036 ,      0.133 , -99999.000 , -99999.000 ,     21.557 ,      0.109 ,     19.467 ,      0.004 ,     17.836 ,      0.007 ,     16.853 ,      0.010 ,     19.986 ,      0.248 ,      191.0 ,     2.4 ,     21.154 ,      6.336 ,       47.8 ,    14.3 ,     18.133 ,      0.434 ,      448.5 ,    10.7 ,     19.667 ,    42.87 ,  1.10 ,  -236.35 ,  2.13 ,  -152.07 ,  2.11 , 168.105600000 ,  35.802911000 ,   -1.84
 J1113-0002  , 168.320712197 ,  -0.046374807 ,   2MASS 11131694-0002467  , 2002AJ....123.3409H ,  3804048651417278976 ,   0.03 ,            ,                     ,        L0  , 2002AJ....123.3409H ,       ...  ,                ...  ,        L1  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     15.080 ,      0.036 ,     14.297 ,      0.045 ,     13.803 ,      0.051 ,     13.466 ,      0.025 ,     13.204 ,      0.031 ,     12.093 , -99999.000 ,     21.613 ,      0.290 ,     21.773 ,      0.027 ,     19.434 ,      0.017 ,     17.999 ,      0.006 ,     16.992 ,      0.010 ,     19.896 ,      0.130 ,      207.5 ,     1.4 ,     20.171 ,      7.436 ,      118.1 ,    43.5 ,     18.321 ,      0.746 ,      377.0 ,    15.4 ,     19.754 ,    22.88 ,  0.92 ,    25.14 ,  1.54 ,   -13.95 ,  1.11 , 168.320710000 ,  -0.046373273 ,   -3.20
 J1122-3512  , 170.533637913 , -35.211276552 ,   2MASS 11220826-3512363  , 2005AJ....130.2326T ,  5399148382157293696 ,   0.21 ,            ,                     ,       ...  ,                ...  ,        T2  , 2006APJ...639.1095B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.019 ,      0.039 ,     14.358 ,      0.050 ,     14.383 ,      0.066 ,     13.944 ,      0.026 ,     12.820 ,      0.026 ,     11.787 ,      0.278 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.980 ,      0.213 ,       76.5 ,     0.8 ,     21.575 ,      3.240 ,       32.4 ,     4.9 ,     18.981 ,      0.774 ,      205.4 ,     8.4 ,     21.766 ,    74.86 ,  1.55 ,  -142.83 ,  2.98 ,  -259.37 ,  1.98 , 170.534440000 , -35.210102000 ,   -0.63
 J1122-3916  , 170.651261721 , -39.269018041 ,   2MASSW J1122362-391605  , 2002APJ...575..484G ,  5395939835428619776 ,   0.02 ,            ,                     ,        L3  , 2002APJ...575..484G ,    L3.5::  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.705 ,      0.060 ,     14.682 ,      0.047 ,     13.875 ,      0.053 ,     13.499 ,      0.024 ,     13.236 ,      0.028 ,     12.141 ,      0.343 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.795 ,      0.244 ,       90.7 ,     1.1 ,     21.420 ,      6.690 ,       37.4 ,    11.7 ,     19.067 ,      0.929 ,      189.7 ,     9.2 ,     20.582 ,    33.68 ,  1.60 ,    44.37 ,  3.08 ,  -188.78 ,  2.06 , 170.651000000 , -39.268192000 ,   -2.36
 J1125+0556  , 171.270253620 ,   5.945103432 ,   2MASS 11250502+0556424  , 2010AJ....139.1808S ,  3814316135810315904 ,   0.07 ,            ,                     ,        L0  , 2010AJ....139.1808S ,       ...  ,                ...  ,      L0.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     15.532 ,      0.057 ,     14.852 ,      0.069 ,     14.488 ,      0.092 ,     14.102 ,      0.027 ,     13.884 ,      0.042 ,     12.305 , -99999.000 , -99999.000 , -99999.000 ,     21.586 ,      0.144 ,     19.957 ,      0.013 ,     18.447 ,      0.006 ,     17.479 ,      0.007 ,     20.457 ,      0.219 ,      123.7 ,     1.3 ,     21.058 ,      5.232 ,       52.2 ,    13.0 ,     18.608 ,      1.415 ,      289.4 ,    22.0 ,     20.324 ,    16.51 ,  1.12 ,  -160.14 ,  2.09 ,    -4.88 ,  1.47 , 171.270940000 ,   5.945115100 ,   -3.91
 J1126+5816  , 171.696437532 ,  58.274770781 ,   2MASS 11264705+5816325  , 2010AJ....139.1808S ,   858218720114699904 ,   0.12 ,            ,                     ,        L3  , 2010AJ....139.1808S ,      L1.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.837 ,      0.077 ,     15.112 ,      0.085 ,     14.543 ,      0.083 ,     14.228 ,      0.027 ,     13.948 ,      0.039 ,     12.212 , -99999.000 , -99999.000 , -99999.000 ,     21.664 ,      0.193 ,     20.102 ,      0.016 ,     18.543 ,      0.009 ,     17.555 ,      0.009 ,     20.532 ,      0.166 ,      115.4 ,     0.9 ,     21.383 ,      3.338 ,       38.7 ,     6.0 ,     18.819 ,      0.782 ,      238.3 ,     9.9 ,     20.560 ,    18.41 ,  0.92 ,    70.09 ,  1.38 ,  -222.93 ,  1.18 , 171.696420000 ,  58.274802000 ,   -3.67
 J1127+4705  , 171.777185785 ,  47.096560475 ,   2MASS 11270661+4705481  , 2010AJ....139.1808S ,   785733068161334656 ,   0.02 ,            ,                     ,        L1  , 2010AJ....139.1808S ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.197 ,      0.034 ,     14.499 ,      0.033 ,     13.906 ,      0.043 ,     13.615 ,      0.025 ,     13.330 ,      0.029 ,     12.695 ,      0.502 ,     21.665 , -99999.000 ,     21.982 ,      0.042 ,     19.509 ,      0.007 ,     18.013 ,      0.009 ,     17.062 ,      0.010 ,     19.988 ,      0.107 ,      190.7 ,     1.0 ,     21.113 ,      6.890 ,       49.6 ,    16.2 ,     18.286 ,      0.583 ,      389.4 ,    12.4 ,     19.995 ,    23.63 ,  0.80 ,   -54.40 ,  0.83 ,   -37.03 ,  0.96 , 171.777200000 ,  47.096565000 ,   -3.13
